기관 명,모델명,시리얼,구분,초미세먼지(㎍/㎥),미세먼지(㎍/㎥),기온(℃),상대습도( %),풍향(°),풍속(m/s),돌풍 풍향(°),돌풍 풍속(m/s),조도(lux),자외선(UVI),소음(dB),진동_x(g),진동_y(g),진동_z(g),진동_x 최대(g),진동_y 최대(g),진동_z 최대(g),흑구 운도(℃),초미세먼지 보정(㎍/㎥),미세먼지 보정(㎍/㎥),전송시간,등록일자
서울시,SDOT001,V02Q1940579,1,1,1,17.1,56,,,,,1,0,47,0.03,0.02,1.06,0.08,0.13,1.13,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940614,1,0,0,17,55,,,,,1,0,41,0.01,0.11,1.07,0.05,0.17,1.13,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940618,1,2,2,17.1,54,,,,,46,0,47,0.05,0.07,1.01,0.1,0.11,1.11,,3,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940615,1,1,1,16.6,57,,,,,137,16,45,0.01,0.07,0.99,0.06,0.13,1.1,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940617,1,1,1,17,56,,,,,20,0,42,0.01,0.02,1.01,0.05,0.13,1.1,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940613,1,0,0,17.1,56,,,,,0,0,42,0.01,0.03,1.04,0.05,0.12,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940616,1,0,0,17.2,56,,,,,0,0,40,0.06,0.02,1.03,0.12,0.08,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940612,1,1,1,17.4,53,,,,,10,0,39,0.01,0.02,1.01,0.05,0.15,1.1,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940609,1,0,0,17.2,54,,,,,0,0,42,0.04,0.05,1.01,0.09,0.1,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940610,1,1,1,17.1,55,,,,,107,0,47,0.01,0.04,1.04,0.05,0.11,1.12,,2,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940608,1,0,0,14.5,66,,,,,0,0,45,0.07,0.06,1.05,0.12,0.13,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940611,1,0,0,17.1,56,,,,,47,0,40,0.05,0.02,1.04,0.1,0.09,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940606,1,1,1,17.3,53,,,,,38,0,43,0.01,0.06,1.03,0.06,0.13,1.11,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940607,1,0,0,17,55,,,,,0,0,37,0.04,0.02,0.99,0.09,0.14,1.09,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940604,1,2,2,18.1,51,,,,,24,0,41,0.03,0.11,1.05,0.08,0.17,1.12,,4,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940605,1,2,2,17.1,55,,,,,2,0,40,0.05,0.03,1.08,0.1,0.12,1.15,,2,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940603,1,0,0,16.8,55,,,,,0,0,40,0.03,0.06,1.06,0.09,0.13,1.13,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940601,1,2,2,17.7,53,,,,,2,0,40,0.01,0.02,0.99,0.05,0.12,1.09,,3,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940599,1,1,1,17,56,,,,,0,0,45,0.04,0.11,1.07,0.08,0.16,1.14,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940602,1,0,0,15.6,59,,,,,1,0,38,0.01,0.09,0.95,0.05,0.15,1.04,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940598,1,0,0,17.5,53,,,,,0,0,42,0.02,0.05,1.02,0.08,0.11,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940637,1,0,0,16.6,55,,,,,1,0,44,0.01,0.07,1.06,0.05,0.13,1.14,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940638,1,1,1,17,56,,,,,1,0,37,0.03,0.02,1.03,0.11,0.14,1.1,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940635,1,1,1,17.2,55,,,,,16,0,40,0.06,0.08,1.04,0.12,0.14,1.11,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940636,1,1,1,16.7,56,,,,,0,0,37,0.01,0.13,1.07,0.06,0.19,1.13,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940634,1,0,0,17,54,,,,,0,0,44,0.02,0.1,1.01,0.08,0.15,1.08,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940633,1,0,0,16.8,57,,,,,0,0,51,0.01,0.04,1.1,0.05,0.11,1.16,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940632,1,0,0,17.3,54,,,,,0,0,45,0.04,0.07,1.02,0.09,0.13,1.1,,0,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940630,1,1,1,16.8,56,,,,,0,0,42,0.02,0.03,1.02,0.07,0.14,1.1,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940627,1,3,3,17,55,,,,,0,0,44,0.04,0.03,1,0.09,0.13,1.1,,3,5,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940631,1,0,0,16.5,55,,,,,0,16,37,0.03,0.01,1.04,0.08,0.13,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940628,1,0,0,16.8,55,,,,,1,0,47,0.03,0.14,0.99,0.08,0.19,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940629,1,1,1,16.9,56,,,,,0,0,47,0.01,0.09,1.06,0.05,0.15,1.12,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940626,1,3,3,17.5,54,,,,,2,0,52,0.04,0.02,0.97,0.1,0.14,1.09,,2,5,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940622,1,1,1,16.8,56,,,,,1,0,39,0.03,0.07,1.01,0.08,0.14,1.1,,2,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940625,1,1,1,16.1,58,,,,,0,0,44,0.04,0.04,1.02,0.09,0.1,1.1,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940624,1,1,1,17.2,55,,,,,1,0,44,0.02,0.02,1.04,0.07,0.15,1.12,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940619,1,1,1,16.9,55,,,,,0,0,44,0.03,0.02,1.03,0.09,0.11,1.09,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940623,1,1,1,17.1,55,,,,,6,16,46,0.02,0.02,1.03,0.08,0.13,1.11,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940621,1,0,0,17.1,56,,,,,1,0,40,0.01,0.04,1.06,0.05,0.11,1.14,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940620,1,1,1,17.1,55,,,,,3,0,43,0.04,0.08,1.02,0.09,0.14,1.11,,1,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940658,1,0,0,17.2,55,,,,,0,0,52,0.02,0.13,1.02,0.08,0.18,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940657,1,1,1,16.3,58,,,,,13,0,41,0.02,0.08,1,0.09,0.14,1.1,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940656,1,0,0,18.5,51,,,,,0,0,39,0.01,0.1,1.07,0.06,0.15,1.14,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940654,1,0,0,16.7,57,,,,,0,0,46,0.02,0.03,1.04,0.07,0.14,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940655,1,1,1,16.6,56,,,,,0,0,45,0.01,0.02,1.02,0.05,0.13,1.11,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940653,1,0,0,17,55,,,,,29,0,41,0.05,0.13,1.05,0.09,0.18,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940651,1,1,1,16.5,56,,,,,0,0,46,0.01,0.07,1.05,0.06,0.14,1.14,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940652,1,1,1,17.5,55,,,,,16,0,48,0.03,0.02,1.04,0.09,0.11,1.11,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940649,1,1,1,17.5,53,,,,,0,0,44,0.01,0.08,1.03,0.05,0.14,1.09,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940647,1,1,1,16.9,54,,,,,0,0,38,0.01,0.07,1.05,0.05,0.13,1.13,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940650,1,2,2,17,55,,,,,2,0,44,0.02,0.03,1.05,0.07,0.13,1.11,,3,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940648,1,2,2,16.5,56,,,,,0,0,41,0.02,0.06,1.02,0.07,0.12,1.09,,5,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940644,1,2,2,16.8,56,,,,,0,0,44,0.01,0.04,1.04,0.07,0.1,1.12,,3,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940645,1,1,1,16.3,64,,,,,0,0,40,0.02,0.07,1,0.06,0.14,1.09,,1,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940643,1,1,1,16.8,58,,,,,0,0,44,0.02,0.04,1.02,0.07,0.13,1.11,,1,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940646,1,1,1,17.1,55,,,,,0,0,43,0.05,0.03,1.09,0.1,0.12,1.17,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940642,1,0,0,16.8,55,,,,,0,0,45,0.03,0.02,0.99,0.09,0.09,1.09,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940639,1,0,0,17.1,56,,,,,0,0,45,0.01,0.02,1,0.05,0.08,1.07,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940641,1,0,0,17.1,57,,,,,0,0,47,0.01,0.02,1.07,0.05,0.12,1.14,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940640,1,0,0,17.3,54,,,,,32,0,41,0.03,0.02,1.07,0.08,0.13,1.13,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940669,1,1,1,16.4,57,,,,,4,0,51,0.01,0.09,1.07,0.06,0.15,1.14,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940673,1,0,0,17.7,55,,,,,0,0,40,0.01,0.11,0.98,0.05,0.15,1.07,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940677,1,0,0,17.2,56,,,,,15,0,47,0.01,0.02,0.99,0.06,0.14,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940675,1,0,0,16.7,57,,,,,13,0,47,0.02,0.09,1.09,0.07,0.15,1.16,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940667,1,0,0,17,56,,,,,6,0,48,0.01,0.08,1.07,0.05,0.15,1.14,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940670,1,2,2,17.3,55,,,,,2,0,41,0.02,0.09,1.06,0.08,0.15,1.12,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940678,1,0,0,17,56,,,,,29,0,52,0.01,0.14,1,0.06,0.19,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940674,1,0,0,16.7,57,,,,,0,0,42,0.01,0.07,1.04,0.05,0.14,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940676,1,0,0,15.7,62,,,,,0,0,45,0.01,0.15,1.05,0.06,0.2,1.13,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940672,1,0,0,17.4,55,,,,,0,0,44,0.01,0.11,1,0.05,0.16,1.08,,0,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940671,1,0,0,16.5,60,,,,,2,0,39,0.01,0.03,1.05,0.06,0.12,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940668,1,1,1,16.9,55,,,,,0,0,41,0.02,0.02,0.99,0.06,0.14,1.1,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940665,1,3,3,17,54,,,,,0,0,38,0.01,0.03,0.98,0.05,0.11,1.06,,4,5,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940666,1,0,0,16.5,57,,,,,0,0,41,0.01,0.06,1.03,0.05,0.12,1.13,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940660,1,0,0,17.3,56,,,,,109,0,41,0.02,0.01,1.03,0.07,0.11,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940664,1,1,1,16.5,57,,,,,0,0,41,0.01,0.03,1.05,0.06,0.12,1.12,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940662,1,0,0,16.6,58,,,,,16,0,38,0.01,0.07,0.97,0.05,0.12,1.04,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940663,1,1,1,16.5,57,,,,,2,0,38,0.01,0.09,1.06,0.06,0.15,1.13,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940661,1,0,0,16.9,55,,,,,2,0,40,0.02,0.02,1.06,0.08,0.11,1.14,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940659,1,1,1,17.1,56,,,,,10,0,39,0.04,0.01,1.02,0.09,0.13,1.09,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940695,1,0,0,17.3,54,,,,,0,0,38,0.01,0.02,1.02,0.06,0.1,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940696,1,1,1,17.1,55,,,,,0,0,42,0.03,0.06,1.03,0.08,0.12,1.11,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940698,1,1,1,16.9,55,,,,,0,0,43,0.04,0.06,1.05,0.1,0.14,1.13,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940693,1,0,0,17.6,53,,,,,0,16,48,0.01,0.06,1.02,0.06,0.11,1.09,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940694,1,0,0,16.9,56,,,,,0,0,41,0.01,0.03,1.01,0.06,0.12,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940692,1,0,0,16.2,59,,,,,0,0,37,0.03,0.01,1.03,0.09,0.13,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940697,1,2,2,16.8,55,,,,,0,0,41,0.03,0.08,1,0.09,0.14,1.1,,3,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940691,1,0,0,16.8,59,,,,,11,0,38,0.03,0.04,0.99,0.08,0.1,1.08,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940689,1,1,1,16.9,57,,,,,28,0,42,0.02,0.09,1.01,0.06,0.15,1.12,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940690,1,0,0,16.9,57,,,,,19,0,35,0.01,0.05,1.06,0.05,0.12,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940688,1,0,0,17.2,53,,,,,1,0,40,0.03,0.06,1.06,0.08,0.12,1.14,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940685,1,1,1,17,56,,,,,0,0,43,0.01,0.03,0.99,0.06,0.12,1.11,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940686,1,1,1,17,54,,,,,0,0,40,0.03,0.04,1.08,0.08,0.11,1.15,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940687,1,1,1,17.2,56,,,,,0,0,40,0.07,0.02,0.97,0.11,0.13,1.1,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940684,1,0,0,17.4,54,,,,,0,0,39,0.02,0.04,1.07,0.08,0.12,1.13,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940683,1,0,0,16.8,58,,,,,5,0,42,0.03,0.02,1.05,0.09,0.14,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940681,1,2,2,17.5,54,,,,,1,0,45,0.05,0.03,0.98,0.11,0.1,1.08,,3,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940682,1,2,2,15.5,63,,,,,0,0,48,0.02,0.1,1.05,0.08,0.17,1.11,,3,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940679,1,0,0,16.9,55,,,,,5,0,43,0.01,0.07,1.04,0.06,0.14,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940680,1,1,1,17.1,55,,,,,30,0,49,0.02,0.1,1.06,0.07,0.16,1.14,,1,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940717,1,2,2,17.3,54,,,,,0,0,35,0.01,0.04,1.02,0.05,0.13,1.11,,3,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940718,1,1,1,17.7,52,,,,,0,0,38,0.01,0.05,1.1,0.05,0.12,1.16,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940716,1,0,0,17,56,,,,,0,0,40,0.01,0.02,1.05,0.05,0.15,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940714,1,0,0,16.7,56,,,,,0,0,37,0.03,0.08,1.02,0.09,0.14,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940712,1,3,3,14,65,,,,,0,0,48,0.01,0.02,1.02,0.05,0.08,1.1,,3,5,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940715,1,0,0,17.6,54,,,,,0,0,40,0.03,0.05,1.01,0.11,0.14,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940713,1,0,0,17.3,55,,,,,0,0,43,0.01,0.03,1.03,0.05,0.12,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940710,1,1,1,16.8,55,,,,,0,0,41,0.02,0.03,1.03,0.07,0.12,1.09,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940711,1,0,0,17.6,54,,,,,5,0,38,0.02,0.09,1.02,0.07,0.15,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940709,1,1,1,17,56,,,,,13,0,39,0.04,0.01,0.98,0.1,0.13,1.09,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940707,1,0,0,17.1,55,,,,,18,0,37,0.02,0.09,1.01,0.07,0.15,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940708,1,0,0,16.8,58,,,,,0,0,43,0.01,0.1,0.98,0.08,0.16,1.07,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940704,1,0,0,17,57,,,,,0,0,35,0.01,0.08,1.01,0.05,0.13,1.08,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940705,1,0,0,17.1,55,,,,,0,0,42,0.07,0.03,1.01,0.12,0.14,1.09,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940706,1,6,6,16.5,56,,,,,0,0,43,0.01,0.11,1.09,0.07,0.16,1.15,,3,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940703,1,1,1,17.1,56,,,,,0,0,43,0.01,0.09,1.01,0.05,0.14,1.1,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940702,1,1,1,17.1,56,,,,,0,0,44,0.02,0.1,1.05,0.07,0.16,1.12,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940701,1,0,0,17.2,56,,,,,5,0,44,0.05,0.09,1.01,0.1,0.15,1.09,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940699,1,0,0,17.2,56,,,,,0,0,47,0.03,0.08,1.02,0.08,0.14,1.09,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940700,1,1,1,16.4,57,,,,,0,0,43,0.01,0.06,1,0.06,0.14,1.08,,1,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940735,1,1,1,17.1,55,,,,,112,0,39,0.05,0.05,1.07,0.1,0.11,1.15,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940738,1,1,1,16.3,58,,,,,0,0,40,0.02,0.08,1.05,0.07,0.14,1.12,,1,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940736,1,4,4,15.5,62,,,,,8,0,36,0.01,0.07,1.04,0.05,0.14,1.1,,5,5,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940737,1,0,0,16.5,58,,,,,99,0,43,0.01,0.07,0.95,0.05,0.13,1.01,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940733,1,2,2,17.2,56,,,,,4,0,40,0.01,0.07,1.01,0.05,0.12,1.08,,3,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940734,1,0,0,16,61,,,,,0,0,43,0.02,0.05,1.01,0.07,0.11,1.09,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940732,1,0,0,17.4,54,,,,,0,0,47,0.02,0.07,0.97,0.07,0.11,1.07,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940731,1,1,1,16.8,55,,,,,1,0,43,0.01,0.08,1.05,0.05,0.14,1.12,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940730,1,0,0,16.4,58,,,,,0,0,40,0.02,0.13,1,0.07,0.18,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940727,1,25,25,17,56,,,,,0,0,37,0.02,0.08,1.01,0.08,0.14,1.1,,13,13,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940726,1,0,0,16.9,55,,,,,0,0,40,0.01,0.08,1.04,0.05,0.15,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940723,1,0,0,16.9,55,,,,,0,0,47,0.03,0.16,1,0.08,0.2,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940728,1,1,1,17.5,53,,,,,0,0,44,0.04,0.13,1.05,0.09,0.18,1.13,,2,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940725,1,2,2,17.2,56,,,,,7,0,52,0.01,0.13,1.03,0.06,0.19,1.12,,3,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940729,1,0,0,16.8,58,,,,,25,0,39,0.01,0.09,1.05,0.05,0.14,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940724,1,1,1,16.7,56,,,,,15,0,37,0.01,0.08,1.07,0.05,0.14,1.13,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940720,1,1,1,17.9,51,,,,,0,0,43,0.04,0.1,1.05,0.1,0.16,1.13,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940722,1,2,2,17,55,,,,,0,0,36,0.04,0.09,0.98,0.09,0.15,1.08,,3,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940721,1,0,0,17.6,53,,,,,0,0,45,0.03,0.04,1.07,0.09,0.1,1.15,,0,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940719,1,0,0,17.3,54,,,,,0,0,43,0.01,0.05,1.06,0.05,0.12,1.12,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940758,1,0,0,17.2,55,,,,,0,0,46,0.03,0.15,1.08,0.09,0.2,1.15,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940756,1,1,1,16.9,54,,,,,0,0,46,0.02,0.12,1,0.09,0.17,1.08,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940755,1,4,6,16.5,54,,,,,0,0,39,0.05,0.05,0.99,0.1,0.1,1.08,,3,8,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940749,1,0,0,17.2,54,,,,,0,0,40,0.01,0.02,1.05,0.06,0.14,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940746,1,3,3,16.5,56,,,,,237,0,40,0.02,0.06,1,0.07,0.11,1.1,,4,6,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940752,1,3,3,15.8,57,,,,,0,0,40,0.02,0.09,1.04,0.06,0.14,1.12,,5,6,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940748,1,0,0,17.5,55,,,,,1,0,39,0.01,0.09,0.99,0.06,0.15,1.08,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940751,1,0,0,17.6,54,,,,,0,0,44,0.04,0.1,1.03,0.09,0.16,1.1,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940753,1,2,2,17.2,55,,,,,0,0,37,0.02,0.02,1.06,0.07,0.1,1.12,,3,3,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940745,1,1,1,16.3,59,,,,,0,0,40,0.02,0.03,1.02,0.07,0.12,1.1,,1,1,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940744,1,0,0,17.3,55,,,,,0,0,42,0.03,0.05,1.04,0.08,0.13,1.11,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940757,1,1,1,16.6,57,,,,,10,0,39,0.02,0.02,1.04,0.07,0.13,1.1,,2,2,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940747,1,0,0,16.7,55,,,,,0,0,43,0.05,0.04,1.04,0.09,0.12,1.09,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940743,1,0,0,17.2,55,,,,,0,0,39,0.01,0.1,1.02,0.05,0.16,1.09,,0,0,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940754,1,2,2,17.5,55,,,,,0,0,40,0.05,0.03,1.04,0.1,0.12,1.1,,4,4,2.02111E+11,2021-11-08 3:07
서울시,SDOT001,V02Q1940742,1,1,1,17.3,53,,,,,13,0,42,0.04,0.08,1.04,0.1,0.13,1.1,,1,1,2.02111E+11,2021-11-08 3:07
